Market,Order Region,Category Name,Shipping Mode,total_orders,avg_days_variance,late_delivery_rate_pct,cancellation_rate_pct,total_sales,total_profit,total_losses
Pacific Asia,Southeast Asia,Baseball & Softball,First Class,4,1,100,0,439.91,-174.68,-185.32
Europe,Eastern Europe,Baseball & Softball,First Class,4,1,100,0,614.86,-81.13,-145.99
Pacific Asia,Oceania,Consumer Electronics,Second Class,4,2.3,75,0,1011.52,355.77,0
Pacific Asia,South Asia,Golf Shoes,First Class,4,1,100,0,715,61.24,-1.72
USCA,US Center,Girls' Apparel,Same Day,4,0.8,75,0,789.89,132.54,0
Pacific Asia,Oceania,Baseball & Softball,First Class,4,1,100,0,689.86,279.99,0
Africa,East Africa,Golf Apparel,Standard Class,4,-0.5,25,0,219.89,37.95,0
USCA,East of USA,Baseball & Softball,First Class,4,1,100,0,629.87,200.51,0
USCA,South of  USA,Golf Apparel,Standard Class,4,0,25,0,299.85,45.59,-7.86
Africa,North Africa,Golf Gloves,Second Class,4,1.5,75,0,234.9,86.51,0
Africa,Southern Africa,Shop By Sport,Same Day,4,0.5,25,25,439.89,160.83,0
Africa,East Africa,Trade-In,First Class,4,1,100,0,223.86,11.39,-29.1
Europe,Western Europe,Men's Golf Clubs,Same Day,4,0.5,50,0,484.96,9.58,-55.29
Africa,North Africa,Golf Shoes,Standard Class,4,-0.2,25,0,520,-33.8,-129.04
Europe,Eastern Europe,Golf Gloves,Second Class,4,3.3,100,0,479.88,99.83,-17.82
USCA,US Center,Baseball & Softball,Second Class,4,2.5,75,0,609.89,103.85,0
LATAM,South America,Trade-In,Same Day,4,0.5,50,25,203.88,58.08,0
Pacific Asia,Eastern Asia,Trade-In,First Class,4,1,100,0,197.88,-2.03,-6.64
Europe,Southern Europe,Baseball & Softball,Same Day,4,0.8,50,0,529.92,165.65,0
Europe,Southern Europe,Kids' Golf Clubs,Second Class,4,2.8,100,0,809.88,248.73,0
Europe,Southern Europe,Crafts,First Class,4,1,100,0,1845.92,423.26,0
Europe,Southern Europe,Golf Shoes,Same Day,4,0.8,75,0,998,31.59,-171.19
Pacific Asia,Oceania,Tennis & Racquet,Second Class,4,0,0,0,539.88,131.3,0
USCA,South of  USA,Golf Gloves,First Class,4,1,100,0,604.83,126.54,0
Pacific Asia,Eastern Asia,Men's Clothing,Same Day,4,0,0,0,843.4,230.18,0
Africa,Central Africa,Hunting & Shooting,Standard Class,4,-1.3,0,25,269.91,66.08,0
Africa,North Africa,Baseball & Softball,Second Class,4,3.5,100,0,839.86,133.71,-29.25
Pacific Asia,Eastern Asia,Girls' Apparel,Same Day,4,0.8,75,0,374.97,-266.71,-297.53
USCA,West of USA,Trade-In,Same Day,4,0.3,25,0,247.86,71.5,0
LATAM,Central America,Kids' Golf Clubs,Same Day,4,0,0,0,978.77,208.13,0
USCA,East of USA,Fitness Accessories,Standard Class,4,-0.3,50,0,454.87,117.2,0
Europe,Eastern Europe,Trade-In,First Class,4,1,75,0,215.88,22.04,-3.21
Pacific Asia,Oceania,Health and Beauty,Same Day,4,0,0,0,1172.16,169.34,-63.3
LATAM,South America,Golf Gloves,Same Day,4,0.5,25,0,349.89,136.51,0
Pacific Asia,South Asia,Music,Same Day,4,0.8,75,0,1042.6,263.25,0
Pacific Asia,Eastern Asia,Computers,Second Class,4,2.5,100,0,6000,1448.48,0
USCA,South of  USA,Trade-In,Second Class,4,1.8,75,0,263.85,83.73,0
Europe,Southern Europe,Golf Gloves,Same Day,4,0.8,50,25,234.92,57.92,-0.31
Europe,Eastern Europe,Golf Shoes,Standard Class,4,-0.3,50,0,455,-55.5,-85.61
Pacific Asia,South Asia,Hockey,First Class,4,1,100,0,248,32.82,-3.43
Pacific Asia,Southeast Asia,Hockey,Same Day,4,0.5,50,0,310,58.11,0
Africa,Southern Africa,Trade-In,First Class,4,1,100,0,181.89,-38.58,-73.61
Europe,Northern Europe,Accessories,Same Day,4,0.3,25,0,374.85,80.95,0
Africa,Central Africa,Accessories,Second Class,4,2,50,0,449.82,88.48,0
Africa,Southern Africa,Boxing & MMA,Standard Class,4,1,100,0,659.64,81.36,-87
Africa,Central Africa,Camping & Hiking,Same Day,4,0.3,25,0,1199.92,260.87,-51.32
USCA,West of USA,Accessories,Same Day,4,0.5,50,0,249.9,4.54,-13.52
Europe,Western Europe,Golf Apparel,Same Day,4,0.5,50,0,439.93,28.75,-20.88
USCA,East of USA,Lacrosse,First Class,4,1,100,0,174.93,-6.73,-17.95
Europe,Northern Europe,Golf Balls,First Class,4,1,100,0,183.89,32.28,0
Pacific Asia,Southeast Asia,Accessories,Same Day,4,0.8,75,0,224.91,-47.45,-98.77
LATAM,South America,Golf Apparel,Second Class,4,2.3,75,0,449.93,146.61,0
LATAM,South America,Golf Apparel,First Class,4,1,75,25,399.91,77.28,-10.71
Pacific Asia,Southeast Asia,Hunting & Shooting,Second Class,4,2.5,100,0,269.91,48.42,0
Europe,Northern Europe,Hunting & Shooting,Second Class,4,2,100,0,389.87,-91.17,-128.87
USCA,Canada,Girls' Apparel,First Class,4,1,75,0,354.94,27.87,-77.11
Europe,Southern Europe,Boxing & MMA,First Class,4,1,100,0,1214.65,-319.93,-490.99
Pacific Asia,South Asia,Accessories,Same Day,4,0.8,50,0,299.88,34.96,-17.23
Pacific Asia,Southeast Asia,Children's Clothing,Same Day,4,0.5,50,0,1428.4,449.29,0
Africa,Central Africa,Golf Shoes,Standard Class,4,-0.3,0,0,780,179,0
Africa,West Africa,Lacrosse,First Class,4,1,100,0,449.82,-88.35,-174.31
LATAM,Central America,Lacrosse,Same Day,4,0.5,50,0,674.85,197.82,0
Europe,Southern Europe,Boxing & MMA,Same Day,4,0.5,50,0,559.82,-35.42,-105.32
Pacific Asia,Southeast Asia,Books,First Class,4,1,100,0,124.32,16.22,0
Europe,Southern Europe,Books,Same Day,4,0.3,25,0,124.32,45.86,0
Europe,Southern Europe,As Seen on  TV!,Second Class,4,1.5,100,0,1099.89,-320.64,-365
Pacific Asia,Eastern Asia,Books,Same Day,4,0.8,50,0,124.32,38.98,0
LATAM,Caribbean,Lacrosse,Second Class,4,2.3,75,0,324.87,8.04,-21.29
Pacific Asia,Oceania,Golf Apparel,Second Class,4,1.5,75,0,239.88,77.38,0
Africa,North Africa,Lacrosse,Standard Class,4,0.3,25,25,274.89,60.11,0
Europe,Southern Europe,Children's Clothing,First Class,4,1,100,0,1428.4,-207.02,-498.15
LATAM,South America,Hunting & Shooting,Same Day,4,0.3,25,0,299.9,66.84,0
Pacific Asia,South Asia,Golf Balls,Same Day,4,0.8,50,0,169.91,36.17,0
Europe,Northern Europe,Golf Balls,Second Class,4,2.3,75,0,241.87,-46.21,-57.53
Europe,Southern Europe,Men's Golf Clubs,Same Day,4,0,0,0,509.96,131.42,0
LATAM,Caribbean,Tennis & Racquet,First Class,4,1,100,0,449.9,175.29,0
USCA,US Center,Golf Shoes,Standard Class,4,-0.5,25,0,715,50.01,-141.86
Pacific Asia,Central Asia,Girls' Apparel,First Class,4,1,100,0,315,102.08,0
Africa,North Africa,Tennis & Racquet,Second Class,4,1.5,75,0,674.85,172.29,0
Europe,Northern Europe,Tennis & Racquet,Second Class,4,2.3,75,25,539.88,140.3,-9.25
Pacific Asia,South Asia,DVDs,Same Day,4,1,100,0,657.52,175.98,0
LATAM,Central America,Golf Apparel,Same Day,4,0.5,50,0,239.88,-46.23,-102.35
Pacific Asia,West Asia,Tennis & Racquet,Second Class,4,2.3,100,0,584.87,142.43,0
LATAM,South America,Tennis & Racquet,Same Day,4,0.5,50,0,719.84,142.89,0
Pacific Asia,Eastern Asia,Golf Shoes,Standard Class,4,1,50,25,845,252.41,-12.34
Pacific Asia,Central Asia,Women's Apparel,First Class,4,1,100,0,650,-135.7,-247.5
Africa,Central Africa,Golf Balls,Second Class,4,2.8,100,0,213.89,77.96,0
Europe,Northern Europe,DVDs,First Class,4,1,100,0,657.52,182.29,0
Europe,Northern Europe,Baby,Second Class,4,3,100,0,236.32,69.93,0
Europe,Southern Europe,DVDs,First Class,4,1,100,0,657.52,-164.35,-178.53
LATAM,Caribbean,Hunting & Shooting,Second Class,4,1.8,75,0,716.9,-372.58,-487.34
Africa,East Africa,Golf Gloves,Standard Class,4,-0.5,0,0,234.9,36.68,0
Africa,Central Africa,Baseball & Softball,Standard Class,4,-0.5,25,0,774.85,196.94,0
Pacific Asia,Eastern Asia,CDs,Second Class,4,1.3,50,0,45.16,6.29,-0.39
Africa,Southern Africa,Accessories,First Class,4,1,100,0,374.85,-21.28,-81.7
USCA,Canada,Accessories,First Class,4,1,75,25,324.87,122.23,0
USCA,West of USA,Golf Apparel,Second Class,4,2.3,100,0,379.81,140.41,0
USCA,US Center,Hockey,First Class,4,1,100,0,304,60.07,-0.73
Africa,North Africa,Golf Balls,Same Day,4,0.8,75,0,251.87,21.33,-16.95
Pacific Asia,Eastern Asia,Video Games,Same Day,4,0.5,50,0,159,42.47,0
USCA,West of USA,Hockey,Same Day,4,1,75,0,263,38.6,-4.32
Europe,Western Europe,Tennis & Racquet,First Class,4,1,100,0,494.89,70.71,-2.87
Europe,Southern Europe,Golf Balls,Same Day,4,0.5,25,25,279.85,47.72,0
USCA,East of USA,Hockey,Second Class,4,3.5,100,0,395,2.56,-56.53
USCA,East of USA,Hockey,First Class,4,1,100,0,144,6.46,-14.06
Pacific Asia,Central Asia,Fishing,First Class,4,1,100,0,1599.92,-272.33,-569.97
Africa,West Africa,Boxing & MMA,Standard Class,4,-0.3,25,0,604.67,160.46,0
Pacific Asia,South Asia,Tennis & Racquet,First Class,4,1,75,25,404.91,11.64,-9.81
Pacific Asia,Oceania,Music,Same Day,4,0,0,0,1042.6,316.09,0
Pacific Asia,Eastern Asia,CDs,First Class,4,1,75,0,45.16,5.05,0
Africa,Southern Africa,Electronics,First Class,4,1,100,0,407.91,40.21,-35.51
Europe,Southern Europe,Tennis & Racquet,First Class,4,1,100,0,539.88,145.24,0
LATAM,South America,Tennis & Racquet,First Class,4,1,100,0,359.92,94.91,0
Europe,Eastern Europe,Accessories,First Class,4,1,100,0,324.87,-12.68,-79.97
Europe,Northern Europe,Men's Golf Clubs,Second Class,4,1,75,0,829.92,101.92,0
Pacific Asia,Southeast Asia,CDs,Second Class,4,2.3,75,0,45.16,-1.57,-7.3
USCA,US Center,Boxing & MMA,Standard Class,4,1,100,0,549.7,158.27,0
Pacific Asia,Central Asia,Electronics,First Class,4,1,100,0,527.86,13.51,-83.94
Europe,Northern Europe,Hockey,Second Class,4,2.8,100,0,552.99,165.97,-4.51
Europe,Northern Europe,Basketball,Standard Class,4,0,50,0,1199.96,154.63,0
Pacific Asia,West Asia,Golf Apparel,First Class,4,1,100,0,279.86,90,0
USCA,South of  USA,Boxing & MMA,Second Class,4,1.5,75,0,384.79,91.72,0
Pacific Asia,Southeast Asia,Tennis & Racquet,Second Class,4,2,100,0,539.88,140.59,0
Pacific Asia,Oceania,Lacrosse,Second Class,4,1.5,100,0,324.87,-14.11,-77.37
Pacific Asia,Eastern Asia,Consumer Electronics,Second Class,3,2.3,100,0,758.64,110.56,0
USCA,South of  USA,Tennis & Racquet,Second Class,3,3,100,0,314.93,26.15,0
Pacific Asia,West Asia,Golf Apparel,Second Class,3,2,66.67,0,219.89,-48.4,-109.15
Africa,East Africa,Electronics,First Class,3,1,100,0,211.94,35.29,0
Africa,Central Africa,Electronics,Second Class,3,2.3,66.67,0,319.93,19.28,-71.41
Europe,Northern Europe,Hockey,First Class,3,1,100,0,470.99,124.09,0
Europe,Southern Europe,Tennis & Racquet,Second Class,3,1.7,66.67,0,224.95,-9.59,-29.03
Europe,Southern Europe,Hockey,First Class,3,1,100,0,426.99,-196.66,-202.32
Europe,Eastern Europe,Golf Apparel,Second Class,3,2,100,0,179.91,55.07,0
Pacific Asia,West Asia,Hockey,First Class,3,1,100,0,116,8.42,-11.74
Pacific Asia,South Asia,Consumer Electronics,First Class,3,1,100,0,758.64,79.79,-82.94
Africa,North Africa,Hockey,First Class,3,1,100,0,250,8.01,-18.18
Africa,North Africa,Hockey,Second Class,3,1.3,66.67,0,188,28.2,0
Europe,Northern Europe,CDs,First Class,3,1,100,0,33.87,7.82,0
Pacific Asia,West Asia,Hockey,Same Day,3,0.7,66.67,0,313,89.74,0
Pacific Asia,West Asia,Boxing & MMA,Second Class,3,2,66.67,0,439.76,134.01,0
Pacific Asia,Southeast Asia,CDs,Same Day,3,1,100,0,33.87,13.79,0
USCA,West of USA,Golf Balls,Same Day,3,0.3,33.33,0,211.88,-73.55,-117.44
USCA,South of  USA,Hockey,First Class,3,1,66.67,0,169,40.29,0
Pacific Asia,Southeast Asia,Boxing & MMA,First Class,3,1,100,0,329.82,92.17,0
USCA,US Center,Hockey,Second Class,3,2.7,100,0,225,47.45,0
Pacific Asia,Southeast Asia,Baby,Same Day,3,0.3,33.33,0,177.24,30.01,0
USCA,US Center,Tennis & Racquet,First Class,3,1,66.67,0,269.94,-22.57,-58.22
Pacific Asia,Oceania,Hockey,First Class,3,1,100,0,175,54.71,0
LATAM,South America,Golf Bags & Carts,Standard Class,3,-0.3,33.33,0,509.97,86.48,0
Pacific Asia,West Asia,Fitness Accessories,Second Class,3,0.3,33.33,33.33,384.89,-69.68,-119.54
USCA,Canada,Fishing,Same Day,3,0.7,33.33,0,1199.94,259.72,0
Africa,West Africa,Golf Apparel,Second Class,3,2.7,100,0,179.91,40.74,0
Africa,Central Africa,Accessories,First Class,3,1,100,0,224.91,74.4,0
USCA,West of USA,Tennis & Racquet,First Class,3,1,100,0,584.87,176,0
Pacific Asia,Southeast Asia,Golf Balls,Same Day,3,0,0,0,139.92,14.27,-25.2
Africa,East Africa,Girls' Apparel,Second Class,3,0.7,33.33,0,175,10.35,-17.01
LATAM,Caribbean,Kids' Golf Clubs,Same Day,3,0.3,0,0,509.93,192.12,0
Pacific Asia,Oceania,Children's Clothing,Second Class,3,2.7,100,0,1071.3,140.36,-72.58
USCA,West of USA,Golf Gloves,Same Day,3,0,0,0,109.89,26.54,0
Europe,Eastern Europe,Tennis & Racquet,First Class,3,1,100,0,359.92,104.71,-6.48
USCA,East of USA,Golf Apparel,Second Class,3,3,100,0,279.86,18.78,-60.81
LATAM,South America,Women's Golf Clubs,First Class,3,1,100,0,469.96,197.47,0
LATAM,Caribbean,Tennis & Racquet,Second Class,3,3,100,0,539.88,-50.45,-81.92
Africa,West Africa,Golf Balls,Same Day,3,0.3,0,33.33,244.86,79.96,0
Pacific Asia,West Asia,Hunting & Shooting,Second Class,3,1.7,66.67,0,389.87,-45.12,-84.8
USCA,US Center,Golf Apparel,Second Class,3,0.7,33.33,0,159.92,35.5,0
Africa,Central Africa,Boxing & MMA,Standard Class,3,0,66.67,0,329.82,7.75,-43.98
Pacific Asia,South Asia,Baby,Same Day,3,1,100,0,177.24,32.48,0
Europe,Northern Europe,Baby,First Class,3,1,100,0,177.24,40.38,0
USCA,Canada,Shop By Sport,Same Day,3,0,0,0,319.92,72.28,0
Europe,Western Europe,Baby,First Class,3,1,100,0,177.24,23.38,-10.28
Pacific Asia,South Asia,Hunting & Shooting,Second Class,3,1.7,66.67,0,329.89,86.14,0
Pacific Asia,Oceania,Baby,Second Class,3,1.7,100,0,177.24,-109.02,-138.78
USCA,Canada,Accessories,Second Class,3,1.7,66.67,33.33,299.88,85.62,0
Africa,Southern Africa,Golf Balls,Second Class,3,1.3,33.33,0,124.93,44.79,0
Pacific Asia,Central Asia,Accessories,Second Class,3,2,100,0,324.87,52.31,0
Europe,Northern Europe,Hunting & Shooting,Same Day,3,1,100,0,665.95,77.91,0
Pacific Asia,Eastern Asia,Books,Second Class,3,2.3,100,0,93.24,-3.41,-18.86
USCA,US Center,Boxing & MMA,Second Class,3,1.3,100,0,439.76,129.43,0
LATAM,South America,Fitness Accessories,Second Class,3,2,100,0,279.92,55.67,0
LATAM,South America,As Seen on  TV!,Second Class,3,3,100,0,999.9,68.63,-84.62
Africa,East Africa,Accessories,First Class,3,1,100,0,299.88,87.08,0
Pacific Asia,South Asia,Golf Apparel,First Class,3,1,100,0,159.92,42.47,-2.4
Europe,Eastern Europe,Hunting & Shooting,Standard Class,3,0.3,33.33,0,359.88,70.83,-11.16
USCA,South of  USA,Lacrosse,Standard Class,3,-1.3,0,0,224.91,62.68,0
Europe,Northern Europe,Golf Apparel,Second Class,3,2.7,100,0,229.94,45.41,0
Pacific Asia,Eastern Asia,Lacrosse,Second Class,3,2.7,100,0,299.88,40.61,0
USCA,South of  USA,Boxing & MMA,Standard Class,3,-1.3,0,0,659.64,-94.27,-146.98
Africa,West Africa,Accessories,First Class,3,1,100,0,274.89,-89.32,-153.39
Pacific Asia,Eastern Asia,Hunting & Shooting,First Class,3,1,100,0,389.87,74,0
USCA,South of  USA,Golf Balls,First Class,3,1,66.67,0,119.92,-86.26,-92.65
Europe,Southern Europe,Golf Apparel,Same Day,3,0.3,33.33,0,249.93,7.04,-25.76
Europe,Western Europe,As Seen on  TV!,First Class,3,1,100,0,1299.87,178.93,-98.99
Pacific Asia,Eastern Asia,Children's Clothing,First Class,3,1,66.67,0,1071.3,-110.38,-254.72
Africa,Central Africa,Golf Balls,First Class,3,1,66.67,33.33,174.9,10.77,0
Pacific Asia,Southeast Asia,Lacrosse,First Class,3,1,100,0,199.92,53.43,0
Europe,Northern Europe,Golf Apparel,First Class,3,1,100,0,379.97,61.68,-17.84
USCA,East of USA,Hunting & Shooting,First Class,3,1,100,0,209.93,-244.13,-272.91
Africa,East Africa,Golf Balls,Second Class,3,3,100,0,136.92,22.32,-7.08
USCA,Canada,Trade-In,Standard Class,3,0.7,66.67,0,125.94,28.03,0
Europe,Eastern Europe,Lacrosse,Second Class,3,1,66.67,0,199.92,52.12,0
Pacific Asia,Eastern Asia,Tennis & Racquet,Second Class,3,2,66.67,33.33,269.94,54.83,0
LATAM,Caribbean,Boxing & MMA,Second Class,3,1,66.67,0,714.61,178.68,-3.5
USCA,US Center,Hunting & Shooting,Standard Class,3,1.7,100,0,299.9,38.05,0
Europe,Southern Europe,Lacrosse,Second Class,3,0.7,33.33,33.33,699.87,174.17,0
Europe,Southern Europe,Lacrosse,First Class,3,1,100,0,974.88,-997.9,-1174.52
USCA,Canada,Fitness Accessories,Standard Class,3,0,33.33,0,279.92,35.9,-58.29
Pacific Asia,Eastern Asia,Hunting & Shooting,Second Class,3,1.3,66.67,0,329.89,49.06,-26.52
LATAM,South America,Lacrosse,First Class,3,1,100,0,249.93,61.65,0
USCA,Canada,Camping & Hiking,Same Day,3,0,0,0,899.94,218.08,0
Europe,Northern Europe,Women's Golf Clubs,First Class,3,1,100,0,769.93,-753.29,-796.48
Pacific Asia,Central Asia,Camping & Hiking,First Class,3,1,100,0,899.94,-92.17,-207.4
Africa,North Africa,Hunting & Shooting,Standard Class,3,-0.7,33.33,0,269.91,3.6,-63.31
USCA,US Center,Golf Gloves,Same Day,3,0.3,33.33,0,219.93,-46.3,-51.25
Pacific Asia,West Asia,Golf Gloves,First Class,3,1,66.67,0,289.86,-62.51,-86.38
LATAM,Caribbean,Hockey,Second Class,3,0.3,33.33,0,235,66.46,0
Pacific Asia,South Asia,Fitness Accessories,Same Day,3,0.3,33.33,0,174.95,37.67,-3.32
Europe,Northern Europe,Golf Gloves,Same Day,3,0.3,33.33,0,349.94,-45.52,-90.69
Pacific Asia,Eastern Asia,Golf Gloves,Same Day,3,1,100,0,304.89,35.01,0
Pacific Asia,Oceania,Crafts,Same Day,3,1,66.67,0,1384.44,-132.4,-306.88
USCA,US Center,Golf Gloves,First Class,3,1,100,0,194.94,18.41,-4.01
Pacific Asia,Central Asia,Shop By Sport,First Class,3,1,100,0,359.91,-55.64,-118.72
Pacific Asia,South Asia,Trade-In,Same Day,3,1,100,0,129.93,18.37,-5.31
Europe,Northern Europe,Baseball & Softball,First Class,3,1,100,0,594.88,174.8,0
Europe,Southern Europe,Trade-In,First Class,3,1,100,0,407.91,67.42,0
Pacific Asia,Eastern Asia,Baseball & Softball,Second Class,3,2,66.67,0,364.91,98.86,0
USCA,East of USA,Golf Gloves,Same Day,3,0.3,33.33,0,264.9,73.5,0
USCA,East of USA,Boxing & MMA,First Class,3,1,66.67,0,549.7,106.92,0
USCA,West of USA,Hockey,First Class,3,1,100,0,132,29.02,0
Europe,Northern Europe,Kids' Golf Clubs,Same Day,3,0.3,33.33,0,799.74,248.86,0
LATAM,Caribbean,Men's Golf Clubs,Second Class,3,0.7,66.67,0,369.97,114.69,0
Africa,West Africa,Tennis & Racquet,Same Day,3,0,0,0,449.9,78.03,-14.64
Africa,North Africa,Golf Gloves,First Class,3,1,100,0,344.88,-94.81,-114.04
Africa,East Africa,Golf Gloves,Second Class,3,1.3,100,0,129.93,9.1,-15.82
Europe,Southern Europe,Baby,Same Day,3,0,0,0,177.24,53.87,0
LATAM,Central America,Trade-In,Same Day,3,1,100,0,173.91,30.74,0
Africa,North Africa,Girls' Apparel,Second Class,3,2,100,0,449.94,-49.45,-168.92
Europe,Southern Europe,Men's Golf Clubs,Second Class,3,1.3,66.67,0,394.97,135.88,0
USCA,Canada,Trade-In,Second Class,3,1.3,66.67,0,199.89,44.34,0
LATAM,Central America,Boxing & MMA,Same Day,3,0.7,66.67,0,434.88,-135.68,-147.83
USCA,South of  USA,Trade-In,First Class,3,1,100,0,159.9,-28.06,-37.57
Pacific Asia,West Asia,Golf Shoes,Second Class,3,2.3,100,0,325,106.12,0
Europe,Western Europe,Strength Training,Same Day,3,0.3,33.33,0,777.99,-104.09,-196.47
LATAM,Caribbean,Boxing & MMA,First Class,3,1,66.67,33.33,1004.87,332.8,0
Europe,Eastern Europe,Tennis & Racquet,Standard Class,3,-0.3,0,0,449.9,42.14,-31.86
Pacific Asia,West Asia,Baseball & Softball,First Class,3,1,100,0,174.95,62.89,0
Europe,Southern Europe,Men's Golf Clubs,First Class,3,1,100,0,639.94,175.25,0
USCA,South of  USA,Baseball & Softball,First Class,3,1,100,0,559.89,19.69,-39.35
Pacific Asia,Eastern Asia,Consumer Electronics,First Class,3,1,100,0,758.64,-0.14,-185.37
Pacific Asia,Eastern Asia,Fitness Accessories,Second Class,3,2.3,100,0,104.97,31.1,0
Africa,West Africa,Baseball & Softball,First Class,3,1,100,0,614.86,-59.55,-180.06
Europe,Northern Europe,Fitness Accessories,Second Class,3,3,100,0,774.94,156.97,0
Pacific Asia,South Asia,Fitness Accessories,Second Class,3,1.7,66.67,0,209.94,22.71,-3.25
Africa,Central Africa,Girls' Apparel,Second Class,3,2.3,66.67,0,529.92,145.25,0
Africa,Central Africa,Baseball & Softball,First Class,3,1,100,0,244.93,-147.45,-159.39
Pacific Asia,Eastern Asia,Consumer Electronics,Same Day,3,0.3,33.33,0,758.64,5.94,-134.94
USCA,US Center,Golf Shoes,Second Class,3,2.7,100,0,715,214.44,0
USCA,West of USA,Golf Shoes,First Class,3,1,100,0,455,101.03,-13.29
Europe,Southern Europe,Computers,Same Day,3,0,0,0,4500,507.61,-280.13
LATAM,Central America,Golf Bags & Carts,Second Class,3,3,100,0,509.97,129.47,0
Europe,Southern Europe,Baseball & Softball,First Class,3,1,100,0,384.94,44.66,-24
LATAM,Central America,Soccer,Same Day,3,0.3,33.33,0,284.97,103.76,0
Europe,Western Europe,Golf Bags & Carts,Second Class,3,1.3,33.33,0,509.97,164.87,0
LATAM,Central America,Soccer,First Class,3,1,100,0,764.91,220.37,0
Europe,Southern Europe,Soccer,Second Class,3,2,66.67,0,444.95,123.59,0
Europe,Northern Europe,Men's Golf Clubs,First Class,3,1,100,0,339.97,63.79,0
Africa,Central Africa,Tennis & Racquet,Standard Class,3,0,0,0,449.9,138.62,0
Pacific Asia,South Asia,Health and Beauty,Same Day,3,0,0,0,879.12,257.61,0
USCA,South of  USA,Fitness Accessories,Second Class,3,1.3,66.67,0,454.87,65.83,0
LATAM,Caribbean,Golf Shoes,Second Class,3,2,100,0,455,-523.66,-531.54
Europe,Northern Europe,Soccer,Second Class,3,2.3,66.67,0,374.97,101.14,0
Europe,Southern Europe,Golf Shoes,First Class,3,1,100,0,715,336.96,0
Pacific Asia,Southeast Asia,Golf Shoes,First Class,3,1,100,0,520,126.06,0
Pacific Asia,South Asia,Golf Shoes,Second Class,3,3.3,100,0,455,49.6,-16.38
Pacific Asia,Eastern Asia,Sporting Goods,Same Day,3,0.7,66.67,0,983.25,180.19,0
USCA,US Center,Tennis & Racquet,Second Class,3,1,66.67,0,494.89,-478.73,-537.76
USCA,East of USA,Lacrosse,Standard Class,3,1.3,66.67,0,199.92,33.88,-6.67
Pacific Asia,Southeast Asia,Girls' Apparel,Same Day,2,0.5,50,0,140,50.4,0
Africa,North Africa,Golf Balls,First Class,2,1,100,0,59.97,-13.24,-13.63
Europe,Southern Europe,Soccer,First Class,2,1,100,0,524.94,121.94,0
Pacific Asia,Central Asia,Water Sports,Same Day,2,0.5,50,0,399.98,158.12,0
Africa,North Africa,Baseball & Softball,First Class,2,1,100,0,274.95,-34.1,-42.7
USCA,East of USA,Girls' Apparel,Same Day,2,0.5,50,0,175,-13.81,-21.25
LATAM,South America,Baseball & Softball,Same Day,2,1,100,0,139.96,53.01,0
Africa,Central Africa,Baseball & Softball,Second Class,2,1,100,0,284.94,74.45,0
Africa,West Africa,Baseball & Softball,Second Class,2,0.5,50,0,234.94,-132.01,-132.01
USCA,Canada,Hunting & Shooting,Standard Class,2,-0.5,50,0,119.96,35.77,0
Pacific Asia,Eastern Asia,Crafts,Same Day,2,0,0,0,922.96,238.89,0
USCA,South of  USA,Baseball & Softball,Second Class,2,2.5,100,0,209.94,75.6,0
Africa,East Africa,Baseball & Softball,First Class,2,1,100,0,344.93,72.93,0
USCA,US Center,Baseball & Softball,Same Day,2,0.5,50,0,379.92,54.78,0
Pacific Asia,Eastern Asia,Computers,Same Day,2,0,0,0,3000,1170.45,0
Africa,East Africa,Baseball & Softball,Second Class,2,3,100,0,419.93,92.09,0
USCA,US Center,Hunting & Shooting,Same Day,2,0,0,0,59.98,4.09,-4.1
Europe,Eastern Europe,Hunting & Shooting,Second Class,2,0,0,0,209.93,73.03,0
Pacific Asia,Central Asia,Accessories,Same Day,2,0,0,0,99.96,7.26,0
Europe,Southern Europe,Basketball,First Class,2,1,100,0,599.98,-105.21,-191.31
Europe,Northern Europe,Lacrosse,First Class,2,1,100,0,524.91,71.13,-14.14
USCA,US Center,Lacrosse,First Class,2,1,100,0,149.94,-12.71,-21.11
Pacific Asia,West Asia,Accessories,Same Day,2,0,0,0,99.96,-112.38,-114.7
Pacific Asia,West Asia,Lacrosse,First Class,2,1,100,0,149.94,-6.42,-35.99
USCA,US Center,Accessories,Same Day,2,0,0,0,99.96,19.8,-5
Africa,Central Africa,Accessories,Same Day,2,0,0,0,149.94,48.09,0
Africa,East Africa,Electronics,Same Day,2,0,0,0,199.96,-117.19,-139.07
Europe,Northern Europe,Golf Balls,Same Day,2,0,0,0,104.93,-12.1,-17.84
LATAM,Central America,As Seen on  TV!,First Class,2,1,100,0,899.91,212.1,0
Europe,Northern Europe,As Seen on  TV!,First Class,2,1,100,0,399.96,116.83,0
LATAM,Caribbean,Golf Gloves,Same Day,2,0,0,0,199.95,-11.67,-26.67
Pacific Asia,Eastern Asia,Books,First Class,2,1,100,0,62.16,-1.87,-4.07
Pacific Asia,South Asia,Books,First Class,2,1,100,0,62.16,21.69,0
Pacific Asia,Oceania,Books,First Class,2,1,100,0,62.16,23.44,0
Europe,Southern Europe,Books,First Class,2,1,100,0,62.16,22.98,0
LATAM,Caribbean,Golf Apparel,Same Day,2,0,0,0,139.98,-301.89,-307.77
Europe,Western Europe,Lacrosse,Second Class,2,2,100,0,74.97,20.58,0
Pacific Asia,West Asia,Lacrosse,Second Class,2,3.5,100,0,149.94,47.4,0
